gender,areacode,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
F,907,FALSE-PASS,AK,99583,S,N,10000,0.0,0,0,0
F,302,WINTERTHUR,DE,19735,S,N,65000,5.95,110,0,0
F,401,ROCKVILLE,RI,2873,S,Y,100000,0.0,0,0,0
F,302,SMYRNA,DE,19977,S,Y,5000,2.2,110,0,110
F,401,MAPLEVILLE,RI,2839,M,Y,5000,0.0,0,0,0
M,939,PONCE,PR,716,S,Y,85000,0.0,0,0,0
M,302,HARTLY,DE,19953,M,Y,60000,5.95,0,220,110
M,401,BRADFORD,RI,2808,M,N,40000,0.0,0,0,0
M,307,SHOSHONI,WY,82649,S,Y,60000,0.0,0,0,0
F,787,AGUADILLA,PR,605,M,N,45000,0.0,0,0,0
F,302,DOVER,DE,19903,M,N,65000,5.95,0,220,0
F,302,WILMINGTON,DE,19801,S,N,50000,5.268182,110,0,0
M,401,PROVIDENCE,RI,2907,M,N,100000,0.0,0,0,0
F,401,HARRISVILLE,RI,2830,S,Y,25000,0.0,0,0,0
F,787,TOA-ALTA,PR,954,S,Y,55000,0.0,0,0,0
M,307,WOLF,WY,82844,M,Y,60000,0.0,0,0,0
M,808,HILO,HI,96721,S,N,100000,8.25,1040,0,0
M,302,WILMINGTON,DE,19890,S,N,25000,3.5636363,110,0,0
M,808,HOOLEHUA,HI,96729,S,Y,80000,8.25,1040,0,1040
M,302,KENTON,DE,19955,S,Y,90000,5.95,110,0,110
F,808,KULA,HI,96790,M,Y,50000,8.25,0,2080,1040
F,302,HARRINGTON,DE,19952,M,N,85000,5.95,0,220,0
M,302,GREENWOOD,DE,19950,M,Y,100000,5.95,0,220,110
F,939,LAS-PIEDRAS,PR,771,M,Y,15000,0.0,0,0,0
M,401,GREENE,RI,2827,S,N,70000,0.0,0,0,0
F,302,DOVER,DE,19901,S,Y,10000,2.540909,110,0,110
F,302,VIOLA,DE,19979,M,Y,55000,5.609091,0,220,110
F,307,ENCAMPMENT,WY,82325,S,Y,60000,0.0,0,0,0
M,787,LARES,PR,669,S,N,45000,0.0,0,0,0
M,603,WINDHAM,NH,3087,S,Y,100000,0.0,0,0,0
F,401,HOPE,RI,2831,S,N,5000,0.0,0,0,0
M,302,WILMINGTON,DE,19884,S,Y,90000,5.95,110,0,110
M,401,MANVILLE,RI,2838,S,N,45000,0.0,0,0,0
M,401,PROVIDENCE,RI,2918,S,N,50000,0.0,0,0,0
M,787,SAN-JUAN,PR,915,M,N,5000,0.0,0,0,0
F,302,TOWNSEND,DE,19734,M,Y,40000,4.586364,0,220,110
F,939,SAN-JUAN,PR,925,M,Y,90000,0.0,0,0,0
M,808,HONOKAA,HI,96727,S,N,25000,5.546053,1040,0,0
F,939,SAN-JUAN,PR,908,S,Y,10000,0.0,0,0,0
F,401,PROVIDENCE,RI,2940,S,N,25000,0.0,0,0,0
M,307,MIDWEST,WY,82643,S,Y,80000,0.0,0,0,0
F,808,HONOLULU,HI,96840,S,N,40000,8.25,1040,0,0
M,307,LOVELL,WY,82431,M,Y,65000,0.0,0,0,0
F,302,WILMINGTON,DE,19884,S,Y,30000,3.9045453,110,0,110
F,939,MANATI,PR,674,S,Y,10000,0.0,0,0,0
M,307,TETON-VILLAGE,WY,83025,M,Y,30000,0.0,0,0,0
F,307,AUBURN,WY,83111,M,Y,85000,0.0,0,0,0
F,302,MAGNOLIA,DE,19962,S,Y,85000,5.95,110,0,110
F,401,WAKEFIELD,RI,2880,M,Y,30000,0.0,0,0,0
M,302,HOCKESSIN,DE,19707,M,Y,50000,5.268182,0,220,110
F,401,NORTH-PROVIDENCE,RI,2911,M,N,95000,0.0,0,0,0
M,208,NAMPA,ID,83687,M,N,100000,7.8,0,6600,0
F,401,CLAYVILLE,RI,2815,M,Y,50000,0.0,0,0,0
F,302,DELMAR,DE,19940,M,Y,10000,2.540909,0,220,110
F,808,NAALEHU,HI,96772,M,Y,35000,7.348684299999999,0,2080,1040
F,302,WILMINGTON,DE,19805,M,Y,45000,4.9272730000000005,0,220,110
F,401,MANVILLE,RI,2838,M,N,50000,0.0,0,0,0
F,302,LINCOLN,DE,19960,M,N,75000,5.95,0,220,0
F,302,DOVER,DE,19904,S,Y,25000,3.5636363,110,0,110
M,401,PROVIDENCE,RI,2918,S,Y,70000,0.0,0,0,0
F,302,WINTERTHUR,DE,19735,S,N,70000,5.95,110,0,0
M,808,WAKE-ISLAND,HI,96898,S,N,55000,8.25,1040,0,0
M,401,PROVIDENCE,RI,2908,M,N,25000,0.0,0,0,0
M,907,BETTLES-FIELD,AK,99726,M,Y,90000,0.0,0,0,0
F,302,GEORGETOWN,DE,19947,S,Y,40000,4.586364,110,0,110
F,302,MILLVILLE,DE,19967,S,Y,90000,5.95,110,0,110
M,401,CHEPACHET,RI,2814,S,Y,15000,0.0,0,0,0
M,939,GUAYNABO,PR,965,M,Y,60000,0.0,0,0,0
F,808,HANAMAULU,HI,96715,S,Y,30000,6.447368,1040,0,1040
M,307,SHIRLEY-BASIN,WY,82615,S,N,100000,0.0,0,0,0
M,808,HONOLULU,HI,96844,M,Y,40000,8.25,0,2080,1040
F,907,TOK,AK,99779,S,N,45000,0.0,0,0,0
F,302,WILMINGTON,DE,19804,M,Y,75000,5.95,0,220,110
F,787,RINCON,PR,677,S,N,75000,0.0,0,0,0
M,787,CAYEY,PR,736,S,Y,25000,0.0,0,0,0
M,802,RANDOLPH,VT,5060,M,N,55000,4.099376,0,6600,0
F,401,WOONSOCKET,RI,2895,S,Y,30000,0.0,0,0,0
F,401,WARWICK,RI,2888,S,Y,30000,0.0,0,0,0
F,808,PUUNENE,HI,96784,M,Y,40000,8.25,0,2080,1040
M,302,KIRKWOOD,DE,19708,M,N,10000,2.540909,0,220,0
M,401,PROVIDENCE,RI,2909,S,N,20000,0.0,0,0,0
M,302,CLAYTON,DE,19938,M,N,80000,5.95,0,220,0
F,808,KAMUELA,HI,96743,S,N,70000,8.25,1040,0,0
M,302,MILTON,DE,19968,S,N,100000,5.95,110,0,0
F,302,BETHEL,DE,19931,S,Y,35000,4.2454550000000015,110,0,110
M,302,NEWARK,DE,19713,M,Y,100000,5.95,0,220,110
F,808,WHEELER-ARMY-AIRFIELD,HI,96854,S,N,80000,8.25,1040,0,0
M,401,HARRISVILLE,RI,2830,S,Y,10000,0.0,0,0,0
M,401,WYOMING,RI,2898,S,Y,50000,0.0,0,0,0
M,907,CIRCLE,AK,99733,M,N,20000,0.0,0,0,0
M,939,SAN-ANTONIO,PR,690,M,N,50000,0.0,0,0,0
F,401,MIDDLETOWN,RI,2842,S,Y,30000,0.0,0,0,0
M,787,GUAYAMA,PR,784,M,N,60000,0.0,0,0,0
M,302,SAINT-GEORGES,DE,19733,S,N,90000,5.95,110,0,0
M,808,MAKAWAO,HI,96768,M,Y,90000,8.25,0,2080,1040
F,787,BAYAMON,PR,958,M,N,5000,0.0,0,0,0
F,808,KURTISTOWN,HI,96760,M,N,25000,5.546053,0,2080,0
F,775,SPARKS,NV,89434,S,Y,15000,0.0,0,0,0
F,808,KALAHEO,HI,96741,S,N,15000,3.743421,1040,0,0
M,307,CHEYENNE,WY,82008,M,Y,75000,0.0,0,0,0
F,302,DOVER,DE,19906,M,N,70000,5.95,0,220,0
F,401,WARREN,RI,2885,S,N,60000,0.0,0,0,0
F,939,TOA-ALTA,PR,953,S,Y,95000,0.0,0,0,0
F,302,WILMINGTON,DE,19810,S,N,60000,5.95,110,0,0
M,939,SAN-JUAN,PR,975,S,Y,80000,0.0,0,0,0
F,787,ARECIBO,PR,613,M,Y,95000,0.0,0,0,0
M,401,CHEPACHET,RI,2814,M,Y,20000,0.0,0,0,0
F,401,PROVIDENCE,RI,2907,M,N,90000,0.0,0,0,0
F,302,MAGNOLIA,DE,19962,M,Y,25000,3.5636363,0,220,110
M,939,GUAYNABO,PR,966,M,Y,50000,0.0,0,0,0
M,808,HONOLULU,HI,96814,M,N,25000,5.546053,0,2080,0
F,808,KUNIA,HI,96759,M,N,15000,3.743421,0,2080,0
F,808,FORT-SHAFTER,HI,96858,S,N,15000,3.743421,1040,0,0
M,302,LINCOLN,DE,19960,S,Y,10000,2.540909,110,0,110
F,401,PASCOAG,RI,2859,M,Y,15000,0.0,0,0,0
M,401,WARWICK,RI,2887,S,N,85000,0.0,0,0,0
F,302,FENWICK-ISLAND,DE,19944,M,Y,45000,4.9272730000000005,0,220,110
M,401,OAKLAND,RI,2858,M,N,60000,0.0,0,0,0
F,808,KILAUEA,HI,96754,S,Y,60000,8.25,1040,0,1040
F,302,BETHEL,DE,19931,S,N,65000,5.95,110,0,0
F,808,PEARL-CITY,HI,96782,M,N,45000,8.25,0,2080,0
M,802,BROOKFIELD,VT,5036,M,Y,25000,3.6,0,6600,3300
F,603,ASHUELOT,NH,3441,M,Y,90000,0.0,0,0,0
M,302,WILMINGTON,DE,19887,M,Y,70000,5.95,0,220,110
M,808,HONOLULU,HI,96812,M,Y,35000,7.348684299999999,0,2080,1040
F,202,WASHINGTON,DC,20063,S,N,10000,4.5,1370,0,0
F,401,PROVIDENCE,RI,2901,S,Y,85000,0.0,0,0,0
F,401,HOPKINTON,RI,2833,S,Y,5000,0.0,0,0,0
M,808,KOLOA,HI,96756,M,N,75000,8.25,0,2080,0
M,302,NEWARK,DE,19718,M,Y,45000,4.9272730000000005,0,220,110
M,307,VETERAN,WY,82243,S,N,40000,0.0,0,0,0
F,808,PEARL-CITY,HI,96782,M,Y,75000,8.25,0,2080,1040
F,302,WILMINGTON,DE,19891,M,N,75000,5.95,0,220,0
M,401,CHARLESTOWN,RI,2813,S,N,10000,0.0,0,0,0
F,939,COROZAL,PR,783,M,N,10000,0.0,0,0,0
M,808,KAPOLEI,HI,96707,M,N,70000,8.25,0,2080,0
M,939,CAROLINA,PR,981,M,Y,85000,0.0,0,0,0
F,401,FORESTDALE,RI,2824,S,Y,5000,0.0,0,0,0
F,401,PROVIDENCE,RI,2905,S,N,25000,0.0,0,0,0
F,603,CENTER-BARNSTEAD,NH,3225,M,N,5000,0.0,0,0,0
F,202,WASHINGTON,DC,20408,S,N,45000,9.0,1370,0,0
M,801,CLARKSTON,UT,84305,S,N,35000,7.0,2475,0,0
M,401,ROCKVILLE,RI,2873,M,N,25000,0.0,0,0,0
F,401,NORTH-PROVIDENCE,RI,2911,S,N,40000,0.0,0,0,0
F,939,VEGA-ALTA,PR,692,M,Y,25000,0.0,0,0,0
F,787,ROOSEVELT-ROADS,PR,742,M,Y,35000,0.0,0,0,0
F,401,CRANSTON,RI,2920,M,N,40000,0.0,0,0,0
F,808,HONOLULU,HI,96836,M,Y,20000,4.644737,0,2080,1040
F,808,LAHAINA,HI,96761,M,Y,40000,8.25,0,2080,1040
F,603,CONCORD,NH,3302,M,Y,85000,0.0,0,0,0
M,808,LAHAINA,HI,96761,M,N,80000,8.25,0,2080,0
M,307,GILLETTE,WY,82716,M,Y,15000,0.0,0,0,0
M,302,WILMINGTON,DE,19884,M,N,55000,5.609091,0,220,0
M,406,BLOOMFIELD,MT,59315,S,Y,50000,6.9,1900,0,1900
M,401,PORTSMOUTH,RI,2871,M,N,15000,0.0,0,0,0
M,302,NEWARK,DE,19716,M,Y,75000,5.95,0,220,110
F,603,HAMPTON,NH,3843,M,Y,35000,0.0,0,0,0
M,302,SAINT-GEORGES,DE,19733,M,Y,30000,3.9045453,0,220,110
F,302,NEWARK,DE,19711,S,N,70000,5.95,110,0,0
M,401,WARWICK,RI,2889,S,N,90000,0.0,0,0,0
M,302,DOVER,DE,19903,S,Y,10000,2.540909,110,0,110
F,302,CLAYMONT,DE,19703,S,N,70000,5.95,110,0,0
F,302,NEW-CASTLE,DE,19721,M,N,50000,5.268182,0,220,0
F,401,PEACE-DALE,RI,2883,M,Y,95000,0.0,0,0,0
F,603,MILTON,NH,3851,S,Y,20000,0.0,0,0,0
M,401,JOHNSTON,RI,2919,M,N,85000,0.0,0,0,0
F,401,SMITHFIELD,RI,2917,S,N,65000,0.0,0,0,0
F,302,NEW-CASTLE,DE,19720,S,Y,65000,5.95,110,0,110
M,302,SMYRNA,DE,19977,M,N,65000,5.95,0,220,0
F,787,PONCE,PR,731,M,Y,90000,0.0,0,0,0
F,401,WEST-WARWICK,RI,2893,M,Y,55000,0.0,0,0,0
M,302,MILTON,DE,19968,M,N,40000,4.586364,0,220,0
M,401,KINGSTON,RI,2881,M,Y,85000,0.0,0,0,0
F,401,WARREN,RI,2885,S,N,75000,0.0,0,0,0
F,775,SPARKS,NV,89434,M,N,55000,0.0,0,0,0
M,808,VOLCANO,HI,96785,S,N,55000,8.25,1040,0,0
M,808,HONOLULU,HI,96843,M,Y,55000,8.25,0,2080,1040
M,603,NORTH-STRATFORD,NH,3590,M,Y,95000,0.0,0,0,0
M,808,MAKAWAO,HI,96768,M,Y,25000,5.546053,0,2080,1040
M,302,WILMINGTON,DE,19803,M,N,10000,2.540909,0,220,0
M,787,SAN-ANTONIO,PR,690,S,N,40000,0.0,0,0,0
M,302,CAMDEN-WYOMING,DE,19934,M,N,5000,2.2,0,220,0
F,401,PROVIDENCE,RI,2918,M,Y,30000,0.0,0,0,0
F,302,GREENWOOD,DE,19950,S,N,35000,4.2454550000000015,110,0,0
F,939,CAYEY,PR,736,M,Y,35000,0.0,0,0,0
M,401,WOONSOCKET,RI,2895,S,Y,65000,0.0,0,0,0
M,307,ALBIN,WY,82050,S,N,95000,0.0,0,0,0
M,302,ROCKLAND,DE,19732,M,Y,55000,5.609091,0,220,110
F,787,AGUADILLA,PR,604,S,N,85000,0.0,0,0,0
F,787,OROCOVIS,PR,720,S,N,60000,0.0,0,0,0
M,808,LAIE,HI,96762,S,Y,95000,8.25,1040,0,1040
M,808,PRINCEVILLE,HI,96722,M,N,80000,8.25,0,2080,0
M,775,SPARKS,NV,89434,M,N,95000,0.0,0,0,0
M,787,CAGUAS,PR,726,M,Y,25000,0.0,0,0,0
M,401,WARWICK,RI,2889,M,N,70000,0.0,0,0,0
M,802,CHESTER-DEPOT,VT,5144,M,N,100000,4.994672,0,6600,0
F,207,SOUTH-PORTLAND,ME,4116,S,Y,75000,8.5,2850,0,2850
F,939,SAN-JUAN,PR,915,S,Y,70000,0.0,0,0,0
F,302,ELLENDALE,DE,19941,M,N,5000,2.2,0,220,0
M,307,ENCAMPMENT,WY,82325,S,Y,90000,0.0,0,0,0
F,787,ROSARIO,PR,636,S,Y,30000,0.0,0,0,0
F,787,PATILLAS,PR,723,S,N,95000,0.0,0,0,0
F,302,WILMINGTON,DE,19809,S,N,70000,5.95,110,0,0
F,401,FORESTDALE,RI,2824,M,Y,50000,0.0,0,0,0
M,939,ARECIBO,PR,612,S,Y,25000,0.0,0,0,0
F,808,HONOLULU,HI,96814,S,Y,5000,1.9407895,1040,0,1040
M,401,ASHAWAY,RI,2804,M,N,15000,0.0,0,0,0
M,939,CAYEY,PR,737,M,Y,90000,0.0,0,0,0
M,302,NEWARK,DE,19715,S,Y,85000,5.95,110,0,110
M,302,DOVER,DE,19901,S,Y,90000,5.95,110,0,110
M,808,PAIA,HI,96779,M,N,55000,8.25,0,2080,0
F,808,HONOLULU,HI,96812,M,Y,45000,8.25,0,2080,1040
M,302,MILLSBORO,DE,19966,S,N,20000,3.2227273,110,0,0
F,302,MILLVILLE,DE,19967,S,Y,45000,4.9272730000000005,110,0,110
F,401,PEACE-DALE,RI,2883,M,N,65000,0.0,0,0,0
F,808,LAHAINA,HI,96767,M,Y,100000,8.25,0,2080,1040
M,302,FREDERICA,DE,19946,S,N,45000,4.9272730000000005,110,0,0
F,808,FORT-SHAFTER,HI,96858,M,Y,80000,8.25,0,2080,1040
F,808,HONOLULU,HI,96844,S,N,45000,8.25,1040,0,0
F,401,CRANSTON,RI,2921,S,N,15000,0.0,0,0,0
F,401,EAST-GREENWICH,RI,2818,M,N,90000,0.0,0,0,0
M,808,HONOLULU,HI,96823,S,Y,65000,8.25,1040,0,1040
M,302,REHOBOTH-BEACH,DE,19971,M,Y,55000,5.609091,0,220,110
F,808,LAHAINA,HI,96761,S,Y,25000,5.546053,1040,0,1040
F,401,CHEPACHET,RI,2814,M,N,35000,0.0,0,0,0
M,603,MANCHESTER,NH,3107,M,Y,60000,0.0,0,0,0
F,302,WILMINGTON,DE,19892,M,Y,90000,5.95,0,220,110
M,808,HONOLULU,HI,96823,S,Y,55000,8.25,1040,0,1040
F,302,NEWARK,DE,19725,S,Y,5000,2.2,110,0,110
F,302,WILMINGTON,DE,19804,M,Y,5000,2.2,0,220,110
M,401,CLAYVILLE,RI,2815,S,Y,55000,0.0,0,0,0
F,808,HONOMU,HI,96728,S,Y,60000,8.25,1040,0,1040
M,401,NORTH-SMITHFIELD,RI,2896,M,N,85000,0.0,0,0,0
M,808,PRINCEVILLE,HI,96722,S,N,35000,7.348684299999999,1040,0,0
F,808,HONOLULU,HI,96838,S,Y,50000,8.25,1040,0,1040
M,401,PROVIDENCE,RI,2901,S,Y,95000,0.0,0,0,0
F,907,KALSKAG,AK,99607,S,Y,15000,0.0,0,0,0
F,787,PATILLAS,PR,723,S,Y,35000,0.0,0,0,0
M,939,ROOSEVELT-ROADS,PR,742,S,N,10000,0.0,0,0,0
M,808,HONOLULU,HI,96824,S,N,85000,8.25,1040,0,0
F,808,HONOLULU,HI,96807,M,Y,5000,1.9407895,0,2080,1040
F,401,PROVIDENCE,RI,2901,S,N,20000,0.0,0,0,0
F,401,NEWPORT,RI,2840,S,N,35000,0.0,0,0,0
F,401,CLAYVILLE,RI,2815,M,Y,50000,0.0,0,0,0
F,787,PONCE,PR,733,M,Y,15000,0.0,0,0,0
M,401,CHEPACHET,RI,2814,S,Y,65000,0.0,0,0,0
M,307,ALCOVA,WY,82620,M,Y,100000,0.0,0,0,0
F,307,LOVELL,WY,82431,S,N,35000,0.0,0,0,0
M,307,ALADDIN,WY,82710,M,Y,75000,0.0,0,0,0
M,808,HONOKAA,HI,96727,S,N,35000,7.348684299999999,1040,0,0
M,808,KILAUEA,HI,96754,S,N,100000,8.25,1040,0,0
M,808,KAUMAKANI,HI,96747,M,Y,35000,7.348684299999999,0,2080,1040
M,939,JUNCOS,PR,777,S,N,5000,0.0,0,0,0
F,808,KALAHEO,HI,96741,M,N,65000,8.25,0,2080,0
F,603,STRATHAM,NH,3885,S,Y,100000,0.0,0,0,0
F,939,SABANA-GRANDE,PR,637,S,N,45000,0.0,0,0,0
M,808,LAWAI,HI,96765,S,N,20000,4.644737,1040,0,0
F,302,FRANKFORD,DE,19945,M,N,40000,4.586364,0,220,0
M,307,LOVELL,WY,82431,M,Y,20000,0.0,0,0,0
M,702,LAS-VEGAS,NV,89126,S,N,95000,0.0,0,0,0
M,808,KAUMAKANI,HI,96747,M,N,80000,8.25,0,2080,0
M,808,EWA-BEACH,HI,96706,S,Y,55000,8.25,1040,0,1040
F,808,KOLOA,HI,96756,S,N,55000,8.25,1040,0,0
M,302,LITTLE-CREEK,DE,19961,M,N,60000,5.95,0,220,0
M,787,BAYAMON,PR,956,M,N,70000,0.0,0,0,0
F,808,HONAUNAU,HI,96726,S,N,10000,2.8421054,1040,0,0
F,787,SAN-JUAN,PR,975,S,N,85000,0.0,0,0,0
M,401,CRANSTON,RI,2910,M,Y,50000,0.0,0,0,0
F,787,CAGUAS,PR,727,S,N,25000,0.0,0,0,0
F,302,GREENWOOD,DE,19950,S,Y,100000,5.95,110,0,110
M,401,ASHAWAY,RI,2804,M,N,70000,0.0,0,0,0
F,307,AUBURN,WY,83111,S,Y,55000,0.0,0,0,0
M,401,CAROLINA,RI,2812,M,N,15000,0.0,0,0,0
M,401,WEST-WARWICK,RI,2893,S,Y,70000,0.0,0,0,0
M,401,SLOCUM,RI,2877,S,N,10000,0.0,0,0,0
M,202,WASHINGTON,DC,20575,S,Y,30000,9.0,1370,0,1370
M,808,KAHULUI,HI,96733,S,Y,90000,8.25,1040,0,1040
F,302,NEWARK,DE,19712,M,N,65000,5.95,0,220,0
F,302,DOVER-AFB,DE,19902,S,N,65000,5.95,110,0,0
M,302,WILMINGTON,DE,19896,S,N,40000,4.586364,110,0,0
F,939,CAMUY,PR,627,M,Y,5000,0.0,0,0,0
F,202,WASHINGTON,DC,20575,S,N,35000,9.0,1370,0,0
M,907,CHEFORNAK,AK,99561,S,Y,75000,0.0,0,0,0
M,401,WEST-WARWICK,RI,2893,M,Y,70000,0.0,0,0,0
M,808,HONOLULU,HI,96824,M,N,15000,3.743421,0,2080,0
F,401,WEST-KINGSTON,RI,2892,S,N,10000,0.0,0,0,0
M,787,ANASCO,PR,610,S,N,70000,0.0,0,0,0
F,302,WILMINGTON,DE,19896,S,Y,50000,5.268182,110,0,110
F,302,NEWARK,DE,19711,S,N,50000,5.268182,110,0,0
F,939,TRUJILLO-ALTO,PR,976,M,Y,25000,0.0,0,0,0
M,401,CHARLESTOWN,RI,2813,M,Y,40000,0.0,0,0,0
F,302,LEWES,DE,19958,M,Y,35000,4.2454550000000015,0,220,110
M,802,BROOKFIELD,VT,5036,M,Y,65000,4.298331,0,6600,3300
M,939,CAYEY,PR,737,S,Y,40000,0.0,0,0,0
M,939,GURABO,PR,778,M,N,20000,0.0,0,0,0
M,302,MILTON,DE,19968,M,N,15000,2.8818183,0,220,0
F,307,PARKMAN,WY,82838,S,Y,30000,0.0,0,0,0
F,307,ETNA,WY,83118,M,N,100000,0.0,0,0,0
M,401,CRANSTON,RI,2910,M,Y,75000,0.0,0,0,0
F,808,SCHOFIELD-BARRACKS,HI,96857,S,Y,30000,6.447368,1040,0,1040
F,939,PONCE,PR,731,M,N,35000,0.0,0,0,0
M,401,ASHAWAY,RI,2804,M,N,15000,0.0,0,0,0
M,401,CRANSTON,RI,2910,S,N,85000,0.0,0,0,0
M,939,CAROLINA,PR,979,S,N,70000,0.0,0,0,0
M,307,MIDWEST,WY,82643,M,Y,55000,0.0,0,0,0
F,907,KWIGILLINGOK,AK,99622,S,Y,5000,0.0,0,0,0
F,787,MARICAO,PR,606,S,Y,15000,0.0,0,0,0
F,302,NEWARK,DE,19714,S,Y,70000,5.95,110,0,110
F,302,MILFORD,DE,19963,S,N,45000,4.9272730000000005,110,0,0
F,401,WYOMING,RI,2898,M,N,65000,0.0,0,0,0
F,302,KIRKWOOD,DE,19708,S,N,45000,4.9272730000000005,110,0,0
M,302,DAGSBORO,DE,19939,S,Y,75000,5.95,110,0,110
F,808,HONOLULU,HI,96836,S,Y,70000,8.25,1040,0,1040
M,808,KURTISTOWN,HI,96760,S,Y,55000,8.25,1040,0,1040
M,401,PASCOAG,RI,2859,M,Y,5000,0.0,0,0,0
M,939,FLORIDA,PR,650,S,Y,85000,0.0,0,0,0
F,808,HONOLULU,HI,96849,S,N,10000,2.8421054,1040,0,0
F,302,ROCKLAND,DE,19732,S,Y,35000,4.2454550000000015,110,0,110
F,401,WEST-GREENWICH,RI,2817,M,N,55000,0.0,0,0,0
M,808,KAUMAKANI,HI,96747,S,Y,30000,6.447368,1040,0,1040
F,302,WILMINGTON,DE,19897,M,N,100000,5.95,0,220,0
M,401,BRISTOL,RI,2809,M,Y,20000,0.0,0,0,0
F,302,LEWES,DE,19958,S,Y,5000,2.2,110,0,110
F,808,OOKALA,HI,96774,S,N,85000,8.25,1040,0,0
F,939,GUAYNABO,PR,966,S,Y,25000,0.0,0,0,0
M,302,WILMINGTON,DE,19850,S,N,85000,5.95,110,0,0
M,603,CONCORD,NH,3302,M,Y,30000,0.0,0,0,0
F,787,SAN-JUAN,PR,915,M,N,25000,0.0,0,0,0
F,307,PARKMAN,WY,82838,M,Y,45000,0.0,0,0,0
F,401,PROVIDENCE,RI,2908,M,N,15000,0.0,0,0,0
F,401,SMITHFIELD,RI,2917,M,Y,35000,0.0,0,0,0
F,939,QUEBRADILLAS,PR,678,M,Y,60000,0.0,0,0,0
M,401,PROVIDENCE,RI,2903,S,Y,50000,0.0,0,0,0
M,939,JUANA-DIAZ,PR,795,S,N,65000,0.0,0,0,0
F,808,CAPTAIN-COOK,HI,96704,S,N,45000,8.25,1040,0,0
F,302,NEWARK,DE,19726,M,Y,20000,3.2227273,0,220,110
F,939,YAUCO,PR,698,S,Y,85000,0.0,0,0,0
M,307,LINCH,WY,82640,M,Y,95000,0.0,0,0,0
M,702,LAS-VEGAS,NV,89110,M,Y,5000,0.0,0,0,0
F,702,LAS-VEGAS,NV,89162,M,N,55000,0.0,0,0,0
F,401,CENTRAL-FALLS,RI,2863,M,N,90000,0.0,0,0,0
F,307,ALBIN,WY,82050,M,Y,85000,0.0,0,0,0
F,302,KENTON,DE,19955,S,Y,45000,4.9272730000000005,110,0,110
F,939,RINCON,PR,677,S,Y,45000,0.0,0,0,0
M,808,KILAUEA,HI,96754,S,Y,35000,7.348684299999999,1040,0,1040
F,401,BLOCK-ISLAND,RI,2807,M,Y,70000,0.0,0,0,0
F,302,WILMINGTON,DE,19885,M,N,100000,5.95,0,220,0
M,401,BLOCK-ISLAND,RI,2807,S,Y,70000,0.0,0,0,0
F,302,NEWARK,DE,19713,M,N,60000,5.95,0,220,0
F,808,HONOMU,HI,96728,M,Y,50000,8.25,0,2080,1040
M,202,WASHINGTON,DC,20580,S,Y,30000,9.0,1370,0,1370
M,307,RANCHESTER,WY,82839,S,N,65000,0.0,0,0,0
F,802,CHESTER-DEPOT,VT,5144,M,N,45000,3.9004214,0,6600,0
F,603,DURHAM,NH,3824,M,Y,90000,0.0,0,0,0
F,808,PAHALA,HI,96777,M,Y,25000,5.546053,0,2080,1040
M,401,WEST-WARWICK,RI,2893,M,Y,95000,0.0,0,0,0
M,702,LAS-VEGAS,NV,89110,M,N,65000,0.0,0,0,0
M,401,PROVIDENCE,RI,2904,S,N,40000,0.0,0,0,0
M,302,SAINT-GEORGES,DE,19733,S,N,35000,4.2454550000000015,110,0,0
M,401,NARRAGANSETT,RI,2882,M,N,40000,0.0,0,0,0
F,808,KURTISTOWN,HI,96760,M,Y,100000,8.25,0,2080,1040
M,401,EAST-PROVIDENCE,RI,2914,M,N,85000,0.0,0,0,0
M,307,GILLETTE,WY,82718,M,N,95000,0.0,0,0,0
M,207,SOUTH-PORTLAND,ME,4116,S,N,50000,8.5,2850,0,0
M,603,PITTSBURG,NH,3592,S,N,25000,0.0,0,0,0
F,307,WOLF,WY,82844,S,N,15000,0.0,0,0,0
F,302,NEWARK,DE,19714,M,N,15000,2.8818183,0,220,0
F,302,TOWNSEND,DE,19734,M,N,85000,5.95,0,220,0
F,401,PROVIDENCE,RI,2912,S,Y,80000,0.0,0,0,0
F,401,GREENE,RI,2827,M,Y,40000,0.0,0,0,0
M,307,ROCK-SPRINGS,WY,82901,M,Y,30000,0.0,0,0,0
M,702,SEARCHLIGHT,NV,89046,S,Y,100000,0.0,0,0,0
M,401,BLOCK-ISLAND,RI,2807,S,N,85000,0.0,0,0,0
F,406,BLOOMFIELD,MT,59315,M,Y,100000,6.9,0,3800,1900
F,401,NORTH-KINGSTOWN,RI,2852,M,Y,35000,0.0,0,0,0
F,808,LAHAINA,HI,96767,S,N,70000,8.25,1040,0,0
M,808,HONOLULU,HI,96815,M,Y,55000,8.25,0,2080,1040
M,808,HONOLULU,HI,96849,M,Y,95000,8.25,0,2080,1040
M,401,WARWICK,RI,2888,M,N,65000,0.0,0,0,0
F,401,WOOD-RIVER-JUNCTION,RI,2894,M,Y,65000,0.0,0,0,0
M,307,GUERNSEY,WY,82214,M,N,55000,0.0,0,0,0
M,939,SAN-JUAN,PR,911,S,N,75000,0.0,0,0,0
F,401,CRANSTON,RI,2920,S,Y,15000,0.0,0,0,0
M,808,HONOLULU,HI,96850,S,Y,65000,8.25,1040,0,1040
M,939,SAN-JUAN,PR,921,S,Y,85000,0.0,0,0,0
F,808,LANAI-CITY,HI,96763,S,Y,65000,8.25,1040,0,1040
