color,director,actor_2,actor_1,title,actor_3,original_language,production_countries,content_rating,year,vote_average
color,thomas_carter,terry_kinney,sean_patrick_thomas,save_the_last_dance,fredro_starr,english,usa,pg-13,2001.0,6.0
color,renny_harlin,rodney_eastman,tuesday_knight,a_nightmare_on_elm_street_4:_the_dream_master,brooke_bundy,english,usa,r,1988.0,6.0
color,patricia_riggen,brighton_sharbino,jennifer_garner,miracles_from_heaven,martin_henderson,english,usa,pg,2016.0,7.0
color,danny_leiner,mary_lynn_rajskub,jennifer_garner,"dude,_where's_my_car?",marla_sokoloff,english,usa,pg-13,2000.0,6.0
color,christopher_cain,patrick_wayne,jack_palance,young_guns,brian_keith,english,usa,r,1988.0,7.0
color,theodore_melfi,naomi_watts,bill_murray,st._vincent,reg_e._cathey,english,usa,pg-13,2014.0,7.0
color,steve_pink,regina_hall,joe_lo_truglio,about_last_night,bryan_callen,english,usa,r,2014.0,6.0
color,gil_junger,heath_ledger,joseph_gordon-levitt,10_things_i_hate_about_you,andrew_keegan,english,usa,pg-13,1999.0,7.0
color,ed_decter,eddie_griffin,zooey_deschanel,the_new_guy,gene_simmons,english,usa,pg-13,2002.0,6.0
color,gene_quintano,lin_shaye,jon_lovitz,loaded_weapon_1,bill_nunn,english,usa,pg-13,1993.0,6.0
color,jaume_collet-serra,brett_cullen,óscar_jaenada,the_shallows,sedona_legge,english,usa,pg-13,2016.0,7.0
color,eric_bress,eric_stoltz,logan_lerman,the_butterfly_effect,cameron_bright,english,usa,r,2004.0,8.0
color,chris_koch,mark_webber,chris_elliott,snow_day,jean_smart,english,usa,pg,2000.0,5.0
color,preston_a._whitmore_ii,chris_brown,mekhi_phifer,this_christmas,loretta_devine,english,usa,pg-13,2007.0,6.0
color,bob_clark,dom_deluise,kathleen_turner,baby_geniuses,ruby_dee,english,usa,pg,1999.0,2.0
color,kirk_wong,elliott_gould,bokeem_woodbine,the_big_hit,antonio_sabato_jr.,english,usa,r,1998.0,6.0
color,bronwen_hughes,eartha_kitt,gregory_smith,harriet_the_spy,charlotte_sullivan,english,usa,pg,1996.0,6.0
color,john_lafia,beth_grant,jenny_agutter,child's_play_2,greg_germann,english,usa,r,1990.0,6.0
color,sam_miller,kate_del_castillo,leslie_bibb,no_good_deed,henry_simmons,english,usa,pg-13,2014.0,6.0
color,frank_darabont,alexa_davalos,toby_jones,the_mist,jeffrey_demunn,english,usa,r,2007.0,7.0
black_and_white,alex_garland,sonoya_mizuno,elina_alminas,ex_machina,corey_johnson,english,uk,r,2015.0,8.0
color,spike_jonze,orson_bean,willie_garson,being_john_malkovich,mary_kay_place,english,usa,r,1999.0,8.0
color,mark_brown,vivica_a._fox,mo'nique,two_can_play_that_game,tamala_jones,english,usa,r,2001.0,6.0
color,dave_green,ella_wahlestedt,teo_halm,earth_to_echo,jason_gray-stanford,english,usa,pg,2014.0,6.0
color,john_stockwell,jay_hernandez,kirsten_dunst,crazy/beautiful,rolando_molina,english,usa,pg-13,2001.0,6.0
color,clint_eastwood,kazunari_ninomiya,yuki_matsuzaki,letters_from_iwo_jima,shidô_nakamura,japanese,usa,r,2006.0,8.0
color,michael_polish,virginia_madsen,j.k._simmons,the_astronaut_farmer,bruce_dern,english,usa,pg,2006.0,6.0
color,daisy_von_scherler_mayer,jada_pinkett_smith,ll_cool_j,woo,dave_chappelle,english,usa,r,1998.0,4.0
color,lenny_abrahamson,jacob_tremblay,joan_allen,room,cas_anvar,english,ireland,r,2015.0,8.0
color,bob_saget,jack_warden,don_rickles,dirty_work,traylor_howard,english,canada,pg-13,1998.0,6.0
color,john_waters,sam_waterston,kathleen_turner,serial_mom,traci_lords,english,usa,r,1994.0,7.0
color,andrew_fleming,will_ferrell,ryan_reynolds,dick,kirsten_dunst,english,france,pg-13,1999.0,6.0
color,craig_bolotin,vanessa_williams,rosario_dawson,light_it_up,robert_ri'chard,english,usa,r,1999.0,6.0
color,mark_christopher,ellen_albertini_dow,salma_hayek,54,sela_ward,english,usa,r,1998.0,6.0
color,blair_hayes,geoffrey_arend,jake_gyllenhaal,bubble_boy,marley_shelton,english,usa,pg-13,2001.0,6.0
color,jez_butterworth,mathieu_kassovitz,mark_gatiss,birthday_girl,ben_chaplin,english,uk,r,2001.0,6.0
color,jon_lucas,josie_loren,justin_chon,21_&_over,sarah_wright,english,usa,r,2013.0,6.0
color,olivier_assayas,miranda_richardson,steve_buscemi,"paris,_je_t'aime",catalina_sandino_moreno,french,france,r,2006.0,7.0
color,rod_lurie,kathryn_morris,harry_lennix,resurrecting_the_champ,peter_coyote,english,usa,pg-13,2007.0,7.0
color,paul_weitz,sarita_choudhury,tina_fey,admission,christopher_evan_welch,english,usa,pg-13,2013.0,6.0
color,patrice_leconte,daniel_auteuil,emir_kusturica,the_widow_of_saint-pierre,yves_jacques,french,france,r,2000.0,7.0
color,atom_egoyan,meghan_heffern,liam_neeson,chloe,natalie_lisinska,english,usa,r,2009.0,6.0
color,paul_mazursky,ryan_o'neal,chazz_palminteri,faithful,paul_mazursky,english,usa,r,1996.0,6.0
color,jim_sheridan,jake_gyllenhaal,natalie_portman,brothers,ethan_suplee,english,usa,r,2009.0,7.0
color,sidney_lumet,vin_diesel,peter_dinklage,find_me_guilty,alex_rocco,english,germany,r,2006.0,7.0
color,stephen_chbosky,ezra_miller,logan_lerman,the_perks_of_being_a_wallflower,kate_walsh,english,usa,pg-13,2012.0,8.0
color,jon_hess,ian_gomez,burt_young,excessive_force,thomas_ian_griffith,english,usa,r,1993.0,5.0
color,douglas_mcgrath,isabella_rossellini,toby_jones,infamous,hope_davis,english,usa,r,2006.0,7.0
color,michael_winterbottom,sarah_polley,milla_jovovich,the_claim,shirley_henderson,english,uk,r,2000.0,6.0
color,mark_neveldine,alison_lohman,djimon_hounsou,the_vatican_tapes,dougray_scott,english,usa,pg-13,2015.0,4.0
color,joe_cornish,luke_treadaway,john_boyega,attack_the_block,jodie_whittaker,english,uk,r,2011.0,7.0
color,angelina_jolie_pitt,nikola_djuricko,jelena_jovanova,in_the_land_of_blood_and_honey,branko_djuric,bosnian,usa,r,2011.0,4.0
color,brad_anderson,tara_platt,michael_imperioli,the_call,roma_maffia,english,usa,r,2013.0,7.0
color,john_stainton,aden_young,steve_irwin,the_crocodile_hunter:_collision_course,steve_bastoni,english,australia,pg,2002.0,5.0
color,glenn_ficarra,louis_herthum,dameon_clarke,i_love_you_phillip_morris,annie_golden,english,france,r,2009.0,7.0
color,jean-jacques_annaud,everett_mcgill,rae_dawn_chong,quest_for_fire,gary_schwartz,none,canada,r,1981.0,7.0
color,denzel_washington,kevin_connolly,denzel_washington,antwone_fisher,derek_luke,english,usa,pg-13,2002.0,7.0
color,michael_hoffman,embeth_davidtz,gabriel_millman,the_emperor's_club,rob_morrow,english,usa,pg-13,2002.0,7.0
color,tony_scott,gary_oldman,brad_pitt,true_romance,michael_rapaport,english,usa,r,1993.0,8.0
color,benedek_fliegauf,matt_smith,eva_green,womb,hannah_murray,english,germany,unrated,2010.0,6.0
color,james_foley,al_pacino,kevin_spacey,glengarry_glen_ross,jude_ciccolella,english,usa,r,1992.0,8.0
color,michael_winterbottom,ned_beatty,liam_aiken,the_killer_inside_me,jay_r._ferguson,english,usa,r,2010.0,6.0
color,paul_schrader,ruby_dee,ed_begley_jr.,cat_people,john_heard,english,usa,r,1982.0,6.0
color,stewart_hendler,margo_harshman,julian_morris,sorority_row,rumer_willis,english,usa,r,2009.0,5.0
black_and_white,john_cromwell,mary_astor,david_niven,the_prisoner_of_zenda,ronald_colman,english,usa,approved,1937.0,8.0
color,craig_gillespie,kelli_garner,ryan_gosling,lars_and_the_real_girl,paul_schneider,english,usa,pg-13,2007.0,7.0
color,mark_herman,sheila_hancock,richard_johnson,the_boy_in_the_striped_pajamas,cara_horgan,english,uk,pg-13,2008.0,8.0
color,lars_von_trier,udo_kier,catherine_deneuve,dancer_in_the_dark,björk,english,denmark,r,2000.0,8.0
color,gillian_armstrong,richard_roxburgh,tom_wilkinson,oscar_and_lucinda,clive_russell,english,usa,r,1997.0,7.0
color,abel_ferrara,vincent_gallo,isabella_rossellini,the_funeral,gretchen_mol,english,usa,r,1996.0,7.0
color,brian_koppelman,david_costabile,jenna_fischer,solitary_man,richard_schiff,english,usa,r,2009.0,6.0
color,ethan_maniquis,don_johnson,robert_de_niro,machete,cheech_marin,english,usa,r,2010.0,7.0
color,george_hickenlooper,eric_schweig,kevin_spacey,casino_jack,christian_campbell,english,canada,r,2010.0,6.0
color,don_bluth,gabriel_damon,judith_barsi,the_land_before_time,bill_erwin,english,usa,g,1988.0,7.0
color,je-kyu_kang,bin_won,min-sik_choi,tae_guk_gi:_the_brotherhood_of_war,dong-gun_jang,korean,south_korea,r,2004.0,8.0
black_and_white,william_dear,cheech_marin,clifton_collins_jr.,the_perfect_game,bruce_mcgill,english,canada,pg,2009.0,7.0
color,william_friedkin,linda_blair,ellen_burstyn,the_exorcist,lee_j._cobb,english,usa,r,1973.0,8.0
color,steven_spielberg,robert_shaw,roy_scheider,jaws,murray_hamilton,english,usa,pg,1975.0,8.0
color,paul_weitz,shannon_elizabeth,alyson_hannigan,american_pie,natasha_lyonne,english,usa,r,1999.0,7.0
color,stéphane_aubier,megan_mullally,mackenzie_foy,ernest_&_celestine,lambert_wilson,french,france,pg,2012.0,8.0
color,michael_ritchie,randall_'tex'_cobb,victor_wong,the_golden_child,charlotte_lewis,english,usa,pg-13,1986.0,6.0
color,tim_story,romany_malco,chris_brown,think_like_a_man,regina_hall,english,usa,pg-13,2012.0,7.0
color,tim_story,jason_george,sean_patrick_thomas,barbershop,cedric_the_entertainer,english,usa,pg-13,2002.0,6.0
color,nicholas_meyer,kirstie_alley,leonard_nimoy,star_trek_ii:_the_wrath_of_khan,nichelle_nichols,english,usa,pg,1982.0,8.0
color,tom_shadyac,udo_kier,sean_young,ace_ventura:_pet_detective,david_margulies,english,usa,pg-13,1994.0,7.0
color,john_badham,barry_corbin,matthew_broderick,wargames,ally_sheedy,english,usa,pg,1983.0,7.0
color,peter_weir,viggo_mortensen,harrison_ford,witness,lukas_haas,english,usa,r,1985.0,7.0
color,mike_mccoy,jason_cottle,alex_veadov,act_of_valor,rorke_denver,english,usa,r,2012.0,6.0
color,anne_fletcher,alyson_stoner,channing_tatum,step_up,josh_henderson,english,usa,pg-13,2006.0,6.0
color,mike_judge,demi_moore,bruce_willis,beavis_and_butt-head_do_america,john_doman,english,usa,pg-13,1996.0,7.0
color,quentin_tarantino,sid_haig,robert_de_niro,jackie_brown,robert_forster,english,usa,r,1997.0,8.0
color,jon_hurwitz,eric_winter,danneel_ackles,harold_&_kumar_escape_from_guantanamo_bay,beverly_d'angelo,english,usa,r,2008.0,7.0
color,josh_trank,alex_russell,michael_kelly,chronicle,ashley_hinshaw,english,usa,pg-13,2012.0,7.0
color,barbra_streisand,amy_irving,miriam_margolyes,yentl,steven_hill,english,uk,pg,1983.0,7.0
color,terry_gilliam,michael_palin,shelley_duvall,time_bandits,kenny_baker,english,uk,pg,1981.0,7.0
color,tamra_davis,katherine_boecher,britney_spears,crossroads,dave_allen,english,usa,pg-13,2002.0,3.0
color,nima_nourizadeh,kirby_bliss_blanton,dax_flame,project_x,oliver_cooper,english,usa,r,2012.0,7.0
color,franklin_j._schaffner,karl_malden,george_c._scott,patton,bill_hickman,english,usa,gp,1970.0,8.0
color,mark_romanek,gary_cole,robin_williams,one_hour_photo,connie_nielsen,english,usa,r,2002.0,7.0
color,john_erick_dowdle,jay_hernandez,andrew_fiscella,quarantine,dania_ramirez,english,usa,r,2008.0,6.0
color,david_moreau,alessandro_nivola,chloë_grace_moretz,the_eye,obba_babatundé,english,usa,pg-13,2008.0,5.0
color,christopher_erskin,shannon_elizabeth,vanessa_williams,johnson_family_vacation,shad_moss,english,usa,pg-13,2004.0,4.0
color,jesse_dylan,fred_willard,hector_elizondo,how_high,t.j._thyne,english,usa,r,2001.0,6.0
color,brian_henson,jerry_nelson,steven_mackintosh,the_muppet_christmas_carol,steve_whitmire,english,usa,g,1992.0,8.0
black_and_white,julie_taymor,roger_rees,salma_hayek,frida,valeria_golino,english,usa,r,2002.0,7.0
color,dan_cutforth,ashley_ashida_dixon,lexie_contursi,katy_perry:_part_of_me,anthony_burrell,english,usa,pg,2012.0,6.0
color,josh_boone,sam_trammell,shailene_woodley,the_fault_in_our_stars,nat_wolff,english,usa,pg-13,2014.0,8.0
color,john_dahl,martin_landau,matt_damon,rounders,gretchen_mol,english,usa,r,1998.0,7.0
color,chris_rock,romany_malco,rosario_dawson,top_five,j.b._smoove,english,usa,r,2014.0,6.0
color,john_frankenheimer,richard_dysart,talia_shire,prophecy,robert_foxworth,english,usa,pg,1979.0,5.0
color,david_koepp,kathryn_erbe,illeana_douglas,stir_of_echoes,lusia_strus,english,usa,r,1999.0,7.0
color,stephen_frears,mare_winningham,steve_coogan,philomena,peter_hermann,english,uk,pg-13,2013.0,8.0
color,mike_binder,erika_christensen,alicia_witt,the_upside_of_anger,joan_allen,english,usa,r,2005.0,7.0
color,franklin_j._schaffner,anne_meara,laurence_olivier,the_boys_from_brazil,steve_guttenberg,english,uk,r,1978.0,7.0
color,elizabeth_allen_rosenbaum,joanna_'jojo'_levesque,tammin_sursok,aquamarine,dichen_lachman,english,usa,pg,2006.0,5.0
color,jake_schreier,cara_delevingne,nat_wolff,paper_towns,meg_crosbie,english,usa,pg-13,2015.0,6.0
color,cheryl_dunye,marsha_thomason,michael_imperioli,my_baby's_daddy,bai_ling,english,usa,pg-13,2004.0,4.0
black_and_white,alexander_payne,bruce_dern,devin_ratray,nebraska,will_forte,english,usa,r,2013.0,8.0
color,ernest_r._dickerson,jada_pinkett_smith,cch_pounder,tales_from_the_crypt:_demon_knight,gary_farmer,english,usa,r,1995.0,7.0
color,tim_hill,amber_valletta,noel_fisher,max_keeble's_big_move,larry_miller,english,usa,pg,2001.0,5.0
color,jason_reitman,patton_oswalt,charlize_theron,young_adult,collette_wolfe,english,usa,r,2011.0,6.0
color,mark_neveldine,edi_gathegi,jason_statham,crank,jose_pablo_cantillo,english,usa,r,2006.0,7.0
color,lionel_c._martin,gilbert_gottfried,bernie_mac,how_to_be_a_player,lark_voorhies,english,usa,r,1997.0,5.0
color,richard_lagravenese,eddie_cibrian,holly_hunter,living_out_loud,jenette_goldstein,english,usa,r,1998.0,7.0
color,sanaa_hamri,laz_alonso,common,just_wright,mehcad_brooks,english,usa,pg,2010.0,6.0
color,jonathan_demme,rosemarie_dewitt,anne_hathaway,rachel_getting_married,bill_irwin,english,usa,r,2008.0,7.0
color,bob_rafelson,michael_lerner,anjelica_huston,the_postman_always_rings_twice,john_colicos,english,usa,r,1981.0,7.0
color,peter_webber,colin_firth,scarlett_johansson,girl_with_a_pearl_earring,tom_wilkinson,english,uk,pg-13,2003.0,7.0
color,wolfgang_petersen,martin_semmelrogge,jürgen_prochnow,das_boot,herbert_grönemeyer,german,west_germany,r,1981.0,8.0
color,wallace_wolodarsky,barry_watson,heather_matarazzo,sorority_boys,harland_williams,english,usa,r,2002.0,5.0
color,richard_curtis,tom_hollander,tom_hughes,about_time,lindsay_duncan,english,uk,r,2013.0,8.0
color,yimou_zhang,andy_lau,takeshi_kaneshiro,house_of_flying_daggers,zhengyong_zhang,mandarin,china,pg-13,2004.0,8.0
color,nicholas_jarecki,curtiss_cook,nate_parker,arbitrage,reg_e._cathey,english,usa,r,2012.0,7.0
color,dean_israelite,jonny_weston,gary_weeks,project_almanac,sofia_black-d'elia,english,usa,pg-13,2015.0,6.0
color,darnell_martin,veronika_dash,cedric_the_entertainer,cadillac_records,tammy_blanchard,english,usa,r,2008.0,7.0
color,scott_alexander,dave_chappelle,sarah_silverman,screwed,sherman_hemsley,english,usa,pg-13,2000.0,6.0
color,stuart_gordon,kurtwood_smith,christopher_lambert,fortress,clifton_collins_jr.,english,australia,r,1992.0,6.0
color,christopher_guest,catherine_o'hara,john_michael_higgins,for_your_consideration,ed_begley_jr.,english,usa,pg-13,2006.0,6.0
black_and_white,woody_allen,aleksa_palladino,melanie_griffith,celebrity,greg_mottola,english,usa,r,1998.0,6.0
color,ryan_murphy,joseph_cross,jill_clayburgh,running_with_scissors,dagmara_dominczyk,english,usa,r,2006.0,6.0
color,robert_iscove,kelly_clarkson,anika_noni_rose,from_justin_to_kelly,brian_dietzen,english,usa,pg,2003.0,2.0
color,spike_lee,debi_mazar,michael_imperioli,girl_6,gretchen_mol,english,usa,r,1996.0,5.0
color,jane_campion,nick_damici,jennifer_jason_leigh,in_the_cut,susan_gardner,english,australia,r,2003.0,5.0
color,james_gray,vinessa_shaw,isabella_rossellini,two_lovers,samantha_ivers,english,usa,r,2008.0,7.0
color,fred_schepisi,ray_winstone,bob_hoskins,last_orders,jj_feild,english,uk,r,2001.0,7.0
color,joon-ho_bong,kang-ho_song,doona_bae,the_host,ah-sung_ko,korean,south_korea,r,2006.0,7.0
color,roger_spottiswoode,treat_williams,robert_duvall,the_pursuit_of_d.b._cooper,paul_gleason,english,usa,pg,1981.0,6.0
color,antonia_bird,jeffrey_jones,jeremy_davies,ravenous,david_arquette,english,czech_republic,r,1999.0,7.0
color,jon_poll,megan_park,robert_downey_jr.,charlie_bartlett,hope_davis,english,usa,r,2007.0,7.0
color,paolo_sorrentino,sabrina_ferilli,toni_servillo,the_great_beauty,serena_grandi,italian,italy,not_rated,2013.0,8.0
color,peter_care,michael_harding,kieran_culkin,the_dangerous_lives_of_altar_boys,jake_richardson,english,usa,r,2002.0,7.0
color,chan-wook_park,alden_ehrenreich,mia_wasikowska,stoker,harmony_korine,english,uk,r,2013.0,7.0
black_and_white,kar-wai_wong,tony_chiu_wai_leung,li_gong,2046,maggie_cheung,cantonese,hong_kong,r,2004.0,8.0
color,ira_sachs,erin_boyes,david_richmond-peck,married_life,timothy_webber,english,usa,pg-13,2007.0,6.0
color,carroll_ballard,hope_davis,eamonn_walker,duma,campbell_scott,english,usa,pg,2005.0,7.0
color,neil_jordan,stephen_rea,tony_curran,ondine,alicja_bachleda,english,ireland,pg-13,2009.0,7.0
color,takeshi_kitano,tatyana_ali,omar_epps,brother,james_shigeta,english,usa,r,2000.0,7.0
color,anthony_russo,isaiah_washington,michael_jeter,welcome_to_collinwood,andy_davoli,english,usa,r,2002.0,6.0
color,sidney_lumet,anne_bancroft,kyra_sedgwick,critical_care,albert_brooks,english,australia,r,1997.0,6.0
color,vadim_perelman,lynn_cohen,eva_amurri_martino,the_life_before_her_eyes,brett_cullen,english,usa,r,2007.0,6.0
color,lawrence_kasdan,mark_duplass,dianne_wiest,darling_companion,sam_shepard,english,usa,pg-13,2012.0,5.0
color,marco_kreuzpaintner,kate_del_castillo,zack_ward,trade,alicja_bachleda,english,germany,r,2007.0,8.0
color,lajos_koltai,péter_fancsikai,marcell_nagy,fateless,bálint_péntek,hungarian,hungary,r,2005.0,7.0
color,alan_rudolph,albert_finney,bruce_willis,breakfast_of_champions,omar_epps,english,usa,r,1999.0,5.0
color,yimou_zhang,ni_yan,honglei_sun,"a_woman,_a_gun_and_a_noodle_shop",dahong_ni,mandarin,china,r,2009.0,6.0
color,vincenzo_natali,jeremy_northam,david_hewlett,cypher,kari_matchett,english,usa,r,2002.0,7.0
black_and_white,chuan_lu,yuanyuan_gao,ye_liu,city_of_life_and_death,ryu_kohata,mandarin,china,r,2009.0,8.0
color,lijun_sun,tom_arnold,jon_heder,legend_of_kung_fu_rabbit,rebecca_black,mandarin,china,pg,2011.0,3.0
color,takashi_yamazaki,meisa_kuroki,takuya_kimura,space_battleship_yamato,hiroyuki_ikeuchi,japanese,japan,tv-14,2010.0,6.0
color,renny_harlin,kenneth_cranham,richard_coyle,5_days_of_war,ana_imnadze,english,georgia,r,2011.0,6.0
color,christopher_smith,michael_dorman,rachael_carpani,triangle,emma_lung,english,uk,r,2009.0,7.0
color,timothy_hines,kelly_lebrock,christopher_lambert,10_days_in_a_madhouse,alexandra_callas,english,usa,r,2015.0,8.0
color,randall_wallace,connor_corum,jacob_vargas,heaven_is_for_real,rob_moran,english,usa,pg,2014.0,6.0
color,guy_ritchie,brad_pitt,jason_statham,snatch,jason_flemyng,english,uk,r,2000.0,8.0
color,david_winters,matt_marr,gary_daniels,dancin'_it's_on,ginger_jensen,english,usa,pg,2015.0,3.0
color,mary_lambert,fred_gwynne,miko_hughes,pet_sematary,denise_crosby,english,usa,r,1989.0,7.0
color,jamie_thraves,caroline_dhavernas,paddy_considine,the_cry_of_the_owl,charlotte_sullivan,english,uk,r,2009.0,6.0
color,joe_dante,harry_carey_jr.,phoebe_cates,gremlins,zach_galligan,english,usa,pg,1984.0,7.0
color,george_lucas,peter_cushing,harrison_ford,star_wars:_episode_iv_-_a_new_hope,kenny_baker,english,usa,pg,1977.0,9.0
color,dan_mazer,zoey_deutch,robert_de_niro,dirty_grandpa,jason_mantzoukas,english,usa,r,2016.0,6.0
color,david_lean,klaus_kinski,julie_christie,doctor_zhivago,geraldine_chaplin,english,usa,pg-13,1965.0,8.0
color,stephen_daldry,selton_mello,wagner_moura,trash,daniel_zettel,portuguese,uk,r,2014.0,7.0
color,kenny_ortega,matt_prokop,lucas_grabeel,high_school_musical_3:_senior_year,corbin_bleu,english,usa,g,2008.0,4.0
color,david_o._russell,jack_mcgee,christian_bale,the_fighter,melissa_mcmeekin,english,usa,r,2010.0,8.0
color,jeff_tremaine,steve-o,bam_margera,jackass_number_two,chris_pontius,english,usa,r,2006.0,7.0
color,jonathan_lynn,bruce_mcgill,fred_gwynne,my_cousin_vinny,lane_smith,english,usa,r,1992.0,8.0
color,r.j._cutler,mireille_enos,chloë_grace_moretz,if_i_stay,stacy_keach,english,usa,pg-13,2014.0,7.0
color,brian_trenchard-smith,damien_garvey,zoe_ventoura,drive_hard,christopher_sommers,english,canada,not_rated,2014.0,4.0
color,david_s._ward,tom_berenger,corbin_bernsen,major_league,rene_russo,english,usa,r,1989.0,7.0
color,oliver_parker,rupert_everett,lily_cole,st._trinian's,tamsin_egerton,english,uk,pg-13,2007.0,6.0
color,joel_schumacher,john_enos_iii,radha_mitchell,phone_booth,richard_t._jones,english,usa,r,2002.0,7.0
color,adam_shankman,peter_coyote,lauren_german,a_walk_to_remember,paz_de_la_huerta,english,usa,pg,2002.0,7.0
color,tim_robbins,celia_weston,lois_smith,dead_man_walking,robert_prosky,english,uk,r,1995.0,8.0
color,roger_kumble,sean_patrick_thomas,sarah_michelle_gellar,cruel_intentions,eric_mabius,english,usa,r,1999.0,7.0
color,kevin_greutert,shawnee_smith,costas_mandylor,saw_vi,george_newbern,english,canada,r,2009.0,6.0
color,mel_brooks,sid_caesar,madeline_kahn,history_of_the_world:_part_i,dom_deluise,english,usa,r,1981.0,7.0
color,gina_prince-bythewood,alicia_keys,nate_parker,the_secret_life_of_bees,jennifer_hudson,english,usa,pg-13,2008.0,7.0
color,rob_pritts,vinessa_shaw,vincent_pastore,corky_romano,peter_berg,english,usa,pg-13,2001.0,5.0
color,brian_de_palma,gabrielle_carteris,steven_bauer,raising_cain,gregg_henry,english,usa,r,1992.0,6.0
color,norman_jewison,peter_boyle,sylvester_stallone,f.i.s.t.,rod_steiger,english,usa,pg,1978.0,6.0
color,tobe_hooper,bud_cort,louise_fletcher,invaders_from_mars,william_bassett,english,usa,pg,1986.0,6.0
color,john_crowley,fiona_glascott,julie_walters,brooklyn,eva_birthistle,english,uk,pg-13,2015.0,8.0
color,stanley_kubrick,steven_berkoff,ryan_o'neal,barry_lyndon,hardy_krüger,english,uk,pg,1975.0,8.0
color,brendan_malloy,jason_london,lee_majors,out_cold,thomas_lennon,english,usa,pg-13,2001.0,6.0
color,reginald_hudlin,john_witherspoon,will_ferrell,the_ladies_man,tim_meadows,english,usa,r,2000.0,5.0
color,dustin_hoffman,sheridan_smith,luke_newberry,quartet,pauline_collins,english,uk,pg-13,2012.0,7.0
color,gregory_poirier,jake_busey,shannon_elizabeth,tomcats,david_ogden_stiers,english,usa,r,2001.0,5.0
color,bill_paxton,powers_boothe,matthew_mcconaughey,frailty,matt_o'leary,english,usa,r,2001.0,7.0
color,simon_curtis,frances_fisher,ryan_reynolds,woman_in_gold,elizabeth_mcgovern,english,uk,pg-13,2015.0,7.0
black_and_white,bill_condon,oliver_platt,liam_neeson,kinsey,dylan_baker,english,usa,r,2004.0,7.0
color,sam_raimi,bridget_fonda,patricia_tallman,army_of_darkness,embeth_davidtz,english,usa,r,1992.0,8.0
color,dewey_nicks,gedde_watanabe,jaime_king,slackers,jim_rash,english,canada,r,2002.0,5.0
color,lasse_hallström,leonardo_dicaprio,johnny_depp,what's_eating_gilbert_grape,kevin_tighe,english,usa,pg-13,1993.0,8.0
color,philip_saville,alan_van_sprang,henry_ian_cusick,the_visual_bible:_the_gospel_of_john,scott_handy,english,canada,pg-13,2003.0,8.0
color,mike_leigh,sally_hawkins,eddie_marsan,vera_drake,imelda_staunton,english,uk,r,2004.0,8.0
color,daisy_von_scherler_mayer,dash_mihok,michael_mckean,the_guru,jimi_mistry,english,uk,r,2002.0,5.0
color,mira_nair,chazz_palminteri,anjelica_huston,the_perez_family,vincent_gallo,english,usa,r,1995.0,6.0
color,ethan_coen,max_casella,justin_timberlake,inside_llewyn_davis,alex_karpovsky,english,usa,r,2013.0,7.0
color,tim_blake_nelson,andrew_keegan,mekhi_phifer,o,john_heard,english,usa,r,2001.0,6.0
color,william_a._graham,wayne_pygram,milla_jovovich,return_to_the_blue_lagoon,lisa_pelikan,english,usa,pg-13,1991.0,5.0
color,martin_ritt,anthony_zerbe,frank_finlay,the_molly_maguires,samantha_eggar,english,usa,pg,1970.0,7.0
color,john_turturro,steve_buscemi,kate_winslet,romance_&_cigarettes,eddie_izzard,english,usa,r,2005.0,6.0
color,agnieszka_holland,david_kennedy,phyllida_law,copying_beethoven,angus_barnett,english,usa,pg-13,2006.0,7.0
color,rowan_joffe,sean_harris,sam_riley,brighton_rock,geoff_bell,english,uk,r,2010.0,6.0
color,david_hackl,costas_mandylor,julie_benz,saw_v,scott_patterson,english,usa,r,2008.0,6.0
color,giuliano_montaldo,gena_rowlands,john_cassavetes,machine_gun_mccain,britt_ekland,english,italy,gp,1969.0,6.0
color,lisa_azuelos,lina_esco,nora_dunn,lol,alix_freihage,english,usa,pg-13,2012.0,4.0
color,ray_lawrence,deborra-lee_furness,john_howard,jindabyne,max_cullen,english,australia,r,2006.0,6.0
color,karan_johar,john_abraham,shah_rukh_khan,kabhi_alvida_naa_kehna,preity_zinta,hindi,india,r,2006.0,6.0
color,oliver_parker,rupert_everett,minnie_driver,an_ideal_husband,jeremy_northam,english,uk,pg-13,1999.0,7.0
color,ruairi_robinson,olivia_williams,romola_garai,the_last_days_on_mars,tom_cullen,english,uk,r,2013.0,6.0
color,jaume_balagueró,giancarlo_giannini,lena_olin,darkness,francesc_pagès,english,usa,pg-13,2002.0,5.0
color,stanley_kubrick,gary_lockwood,keir_dullea,2001:_a_space_odyssey,glenn_beck,english,uk,g,1968.0,8.0
color,steven_spielberg,dee_wallace,henry_thomas,e.t._the_extra-terrestrial,peter_coyote,english,usa,pg,1982.0,8.0
color,jon_kasdan,elena_anaya,kristen_stewart,in_the_land_of_women,dustin_milligan,english,usa,pg-13,2007.0,6.0
color,léa_pool,marc_donato,william_hurt,the_blue_butterfly,raoul_max_trujillo,english,canada,pg,2004.0,6.0
color,floyd_mutrux,kelli_williams,ricky_schroder,there_goes_my_baby,seymour_cassel,english,usa,r,1994.0,6.0
color,dean_wright,eduardo_verástegui,santiago_cabrera,for_greater_glory:_the_true_story_of_cristiada,catalina_sandino_moreno,spanish,mexico,r,2012.0,7.0
color,gus_van_sant,matt_damon,robin_williams,good_will_hunting,minnie_driver,english,usa,r,1997.0,8.0
